name,normalizedName,occurrenceCount,productCount,exampleRawNames
캐모마일잎추출물,캐모마일잎추출물,1,1,캐모마일잎추출물
캐모마일추출물,캐모마일추출물,1,1,캐모마일추출물
캣츠클로추출물,캣츠클로추출물,1,1,캣츠클로추출물
커피씨추출물,커피씨추출물,1,1,커피씨추출물
커피콩추출물,커피콩추출물,1,1,커피콩추출물
케일잎추출물,케일잎추출물,1,1,케일잎추출물
코직애씨드,코직애씨드,1,1,코직애씨드
코카마이드메틸엠이에이,코카마이드메틸엠이에이,1,1,코카마이드메틸엠이에이
코카미도프로필하이드록시설테인,코카미도프로필하이드록시설테인,1,1,코카미도프로필하이드록시설테인
코코넛야자껍질가루,코코넛야자껍질가루,1,1,코코넛야자껍질가루
코튼가루,코튼가루,1,1,코튼가루
콘민트잎추출물,콘민트잎추출물,1,1,콘민트잎추출물
콘민트추출물,콘민트추출물,1,1,콘민트추출물
콩추출물,콩추출물,1,1,콩추출물 (0.001ppm)
쿼세틴,쿼세틴,1,1,쿼세틴
퀘르세틴,퀘르세틴,1,1,퀘르세틴
퀴노아씨추출물,퀴노아씨추출물,1,1,퀴노아씨추출물
크레아틴,크레아틴,1,1,크레아틴
크로뮴옥사이드그린,크로뮴옥사이드그린,1,1,크로뮴옥사이드그린
크로뮴옥사이드그린(CI 77288),크로뮴옥사이드그린ci77288,1,1,크로뮴옥사이드그린(CI 77288)
클라리세이지추출물,클라리세이지추출물,1,1,클라리세이지추출물
클레리오일,클레리오일,1,1,클레리오일
클로렐라 불가리스가루,클로렐라불가리스가루,1,1,클로렐라 불가리스가루
클로렐라가루,클로렐라가루,1,1,클로렐라가루
클로브싹추출물,클로브싹추출물,1,1,클로브싹추출물
타마누씨오일,타마누씨오일,1,1,타마누씨오일
타임잎추출물,타임잎추출물,1,1,타임잎추출물
탈지쌀겨,탈지쌀겨,1,1,탈지쌀겨
탈지쌀겨추출물,탈지쌀겨추출물,1,1,탈지쌀겨추출물
테레프탈릴리덴디캠퍼설포닉애씨드,테레프탈릴리덴디캠퍼설포닉애씨드,1,1,테레프탈릴리덴디캠퍼설포닉애씨드
테트라데센,테트라데센,1,1,테트라데센
테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트,테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트,1,1,테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트
테트라소듐글루타메이트다이아세테이트,테트라소듐글루타메이트다이아세테이트,1,1,테트라소듐글루타메이트다이아세테이트
테트라소듐이디티에이,테트라소듐이디티에이,1,1,테트라소듐이디티에이
테트라소듐파이로포스페이트,테트라소듐파이로포스페이트,1,1,테트라소듐파이로포스페이트
테트라아세틸파이토스핑고신,테트라아세틸파이토스핑고신,1,1,테트라아세틸파이토스핑고신
테트라하이드로피페린,테트라하이드로피페린,1,1,테트라하이드로피페린
토타롤,토타롤,1,1,토타롤
튜베로즈추출물,튜베로즈추출물,1,1,튜베로즈추출물
트라이소듐포스페이트,트라이소듐포스페이트,1,1,트라이소듐포스페이트
트라이아이소스테아린,트라이아이소스테아린,1,1,트라이아이소스테아린
트루로즈오브예리코추출물,트루로즈오브예리코추출물,1,1,트루로즈오브예리코추출물
티아민에이치씨엘,티아민에이치씨엘,1,1,티아민에이치씨엘
티트리추출물,티트리추출물,1,1,티트리추출물
파파야열매추출물,파파야열매추출물,1,1,파파야열매추출물
팔마로사오일,팔마로사오일,1,1,팔마로사오일
팔미토일다이펩타이드-7,팔미토일다이펩타이드7,1,1,팔미토일다이펩타이드-7
팔미토일트라이펩타이드-8,팔미토일트라이펩타이드8,1,1,팔미토일트라이펩타이드-8
팔미토일헥사펩타이드-12,팔미토일헥사펩타이드12,1,1,팔미토일헥사펩타이드-12
팜씨오일,팜씨오일,1,1,팜씨오일
팥가루,팥가루,1,1,"팥가루(15,000ppm)"
페네틸벤조에이트,페네틸벤조에이트,1,1,페네틸벤조에이트
페룰릭애씨드,페룰릭애씨드,1,1,페룰릭애씨드
페트롤라툼,페트롤라툼,1,1,페트롤라툼
페퍼민트잎추출물,페퍼민트잎추출물,1,1,페퍼민트잎추출물
펙틴,펙틴,1,1,펙틴
펜타에리스리틸다이스테아레이트,펜타에리스리틸다이스테아레이트,1,1,펜타에리스리틸다이스테아레이트
펜타펩타이드-3,펜타펩타이드3,1,1,펜타펩타이드-3
포도즙추출물,포도즙추출물,1,1,포도즙추출물
포스포릭애씨드,포스포릭애씨드,1,1,포스포릭애씨드
포타슘마그네슘아스파테이트,포타슘마그네슘아스파테이트,1,1,포타슘마그네슘아스파테이트
포타슘미리스테이트,포타슘미리스테이트,1,1,포타슘미리스테이트
포타슘솔베이트,포타슘솔베이트,1,1,포타슘솔베이트
포타슘스테아레이트,포타슘스테아레이트,1,1,포타슘스테아레이트
포타슘클로라이드,포타슘클로라이드,1,1,포타슘클로라이드
포타슘팔미테이트,포타슘팔미테이트,1,1,포타슘팔미테이트
폴리글리세린-6,폴리글리세린6,1,1,폴리글리세린-6
폴리글리세릴-10다이아이소스테아레이트,폴리글리세릴10다이아이소스테아레이트,1,1,폴리글리세릴-10다이아이소스테아레이트
폴리글리세릴-10아이소스테아레이트,폴리글리세릴10아이소스테아레이트,1,1,폴리글리세릴-10아이소스테아레이트
폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머,폴리글리세릴2아이소스테아레이트다이머다이리놀리에이트코폴리머,1,1,폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머
폴리글리세릴-2트라이아이소스테아레이트,폴리글리세릴2트라이아이소스테아레이트,1,1,폴리글리세릴-2트라이아이소스테아레이트
폴리글리세릴-3폴리리시놀리에이트,폴리글리세릴3폴리리시놀리에이트,1,1,폴리글리세릴-3폴리리시놀리에이트
폴리글리세릴-4라우레이트,폴리글리세릴4라우레이트,1,1,폴리글리세릴-4라우레이트
폴리글리세릴-4아이소스테아레이트,폴리글리세릴4아이소스테아레이트,1,1,폴리글리세릴-4아이소스테아레이트
폴리글리세릴-5폴리리시놀리에이트,폴리글리세릴5폴리리시놀리에이트,1,1,폴리글리세릴-5폴리리시놀리에이트
폴리글리세릴-6다이스테아레이트,폴리글리세릴6다이스테아레이트,1,1,폴리글리세릴-6다이스테아레이트
폴리글리세릴-6다이카프레이트,폴리글리세릴6다이카프레이트,1,1,폴리글리세릴-6다이카프레이트
폴리글리세릴-6카프릴레이트,폴리글리세릴6카프릴레이트,1,1,폴리글리세릴-6카프릴레이트
폴리글리세릴-6폴리하이드록시스테아레이트,폴리글리세릴6폴리하이드록시스테아레이트,1,1,폴리글리세릴-6폴리하이드록시스테아레이트
폴리데센,폴리데센,1,1,폴리데센
폴리메틸메타크릴레이트,폴리메틸메타크릴레이트,1,1,폴리메틸메타크릴레이트
폴리비닐알코올,폴리비닐알코올,1,1,폴리비닐알코올
폴리쿼터늄-39,폴리쿼터늄39,1,1,폴리쿼터늄-39
폴리쿼터늄-7,폴리쿼터늄7,1,1,폴리쿼터늄-7
폴리프로필실세스퀴옥세인,폴리프로필실세스퀴옥세인,1,1,폴리프로필실세스퀴옥세인
폴릭애씨드,폴릭애씨드,1,1,폴릭애씨드
풀러린,풀러린,1,1,풀러린
프로필렌글라이콜다이벤조에이트,프로필렌글라이콜다이벤조에이트,1,1,프로필렌글라이콜다이벤조에이트
프로필렌글라이콜라우레이트,프로필렌글라이콜라우레이트,1,1,프로필렌글라이콜라우레이트
플랑크톤추출물,플랑크톤추출물,1,1,플랑크톤추출물
플로레틴,플로레틴,1,1,플로레틴
피리독신,피리독신,1,1,피리독신
피브이피,피브이피,1,1,피브이피
피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,피토스테릴베헤닐옥틸도데실라우로일글루타메이트,1,1,피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트
피토스테릴/옥틸도데실라우로일글루타메이트,피토스테릴옥틸도데실라우로일글루타메이트,1,1,피토스테릴/옥틸도데실라우로일글루타메이트
피톨,피톨,1,1,피톨
하이드로제네이티드다이데센,하이드로제네이티드다이데센,1,1,하이드로제네이티드다이데센
하이드로제네이티드스타치하이드롤리세이트,하이드로제네이티드스타치하이드롤리세이트,1,1,하이드로제네이티드스타치하이드롤리세이트
하이드로제네이티드식물성오일,하이드로제네이티드식물성오일,1,1,하이드로제네이티드식물성오일
하이드로제네이티드쌀겨오일,하이드로제네이티드쌀겨오일,1,1,하이드로제네이티드쌀겨오일
하이드로제네이티드코코-글리세라이드,하이드로제네이티드코코글리세라이드,1,1,하이드로제네이티드코코-글리세라이드
하이드로제네이티드코코넛애씨드,하이드로제네이티드코코넛애씨드,1,1,하이드로제네이티드코코넛애씨드
하이드로제네이티드코코넛오일,하이드로제네이티드코코넛오일,1,1,하이드로제네이티드코코넛오일
하이드로제네이티드팜애씨드,하이드로제네이티드팜애씨드,1,1,하이드로제네이티드팜애씨드
하이드로제네이티드포스파티딜콜린,하이드로제네이티드포스파티딜콜린,1,1,하이드로제네이티드포스파티딜콜린
하이드로젠다이메티콘,하이드로젠다이메티콘,1,1,하이드로젠다이메티콘
하이드록시데실유비퀴논,하이드록시데실유비퀴논,1,1,하이드록시데실유비퀴논
하이드록시시트로넬알,하이드록시시트로넬알,1,1,하이드록시시트로넬알
하이드롤라이즈드삼색제비꽃추출물,하이드롤라이즈드삼색제비꽃추출물,1,1,하이드롤라이즈드삼색제비꽃추출물
하이드롤라이즈드치자추출물,하이드롤라이즈드치자추출물,1,1,하이드롤라이즈드치자추출물
하이드롤라이즈드콩단백질,하이드롤라이즈드콩단백질,1,1,하이드롤라이즈드콩단백질
하이드롤라이즈드해면,하이드롤라이즈드해면,1,1,하이드롤라이즈드해면
하이드롤라이즈드호호바에스터,하이드롤라이즈드호호바에스터,1,1,하이드롤라이즈드호호바에스터
한천,한천,1,1,한천
합성플루오르플로고파이트,합성플루오르플로고파이트,1,1,합성플루오르플로고파이트
해바라기싹추출물,해바라기싹추출물,1,1,해바라기싹추출물
해바라기씨왁스,해바라기씨왁스,1,1,해바라기씨왁스
해송나무껍질추출물,해송나무껍질추출물,1,1,해송나무껍질추출물
향기제비꽃잎추출물,향기제비꽃잎추출물,1,1,향기제비꽃잎추출물
향부자뿌리추출물,향부자뿌리추출물,1,1,향부자뿌리추출물
허니서클추출물,허니서클추출물,1,1,허니서클추출물
헥사데센,헥사데센,1,1,헥사데센
헥실레조시놀,헥실레조시놀,1,1,헥실레조시놀
홍화씨오일,홍화씨오일,1,1,홍화씨오일
화이트루핀씨추출물,화이트루핀씨추출물,1,1,화이트루핀씨추출물
황금추출물,황금추출물,1,1,황금추출물
황마잎추출물,황마잎추출물,1,1,황마잎추출물
황벽나무껍질추출물,황벽나무껍질추출물,1,1,황벽나무껍질추출물
황색산화철 (CI 77492),황색산화철ci77492,1,1,황색산화철 (CI 77492)
회향씨추출물,회향씨추출물,1,1,회향씨추출물
효모발효물,효모발효물,1,1,효모발효물
흑색산화철,흑색산화철,1,1,흑색산화철
흰루핀씨추출물,흰루핀씨추출물,1,1,흰루핀씨추출물
흰목이버섯추출물,흰목이버섯추출물,1,1,흰목이버섯추출물
흰버드나무나무껍질추출물,흰버드나무나무껍질추출물,1,1,흰버드나무나무껍질추출물
흰서양송로추출물,흰서양송로추출물,1,1,흰서양송로추출물
히비스커스꽃추출물,히비스커스꽃추출물,1,1,히비스커스꽃추출물(10ppm)
히아신스추출물,히아신스추출물,1,1,히아신스추출물
C12-13알케스-9,c1213알케스9,1,1,C12-13알케스-9
C13-15알케인,c1315알케인,1,1,C13-15알케인
C13-16아이소알케인,c1316아이소알케인,1,1,C13-16아이소알케인
